"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
231,"CapPass",174.32,-170.9,"Trend",1.020,1368.40,1371.40,231,"B-3","Alloy 617","Plate",314626
232,"CapPass",174.15,-172.3,"Trend",1.011,1374.37,1377.36,232,"B-3","Alloy 617","Plate",314626
233,"CapPass",170.33,-177.6,"Trend",0.959,1380.40,1383.32,233,"B-3","Alloy 617","Plate",314626
234,"CapPass",163.45,-172.9,"Trend",0.945,1386.18,1389.31,234,"B-3","Alloy 617","Plate",314626
235,"CapPass",173.53,-171.7,"Trend",1.011,1392.31,1395.09,235,"B-3","Alloy 617","Plate",314626
236,"CapPass",173.91,-172.9,"Trend",1.006,1398.28,1401.28,236,"B-3","Alloy 617","Plate",314626
237,"CapPass",172.14,-174.3,"Trend",0.988,1404.26,1407.25,237,"B-3","Alloy 617","Plate",314626
238,"CapPass",175.09,-174.8,"Trend",1.001,1410.25,1413.20,238,"B-3","Alloy 617","Plate",314626
239,"CapPass",174.66,-169.2,"Trend",1.032,1416.22,1419.17,239,"B-3","Alloy 617","Plate",314626
240,"CapPass",173.43,-172.0,"Trend",1.008,1422.09,1425.15,240,"B-3","Alloy 617","Plate",314626
