"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
185,"CapPass",160.80,-164.0,"Trend",0.981,1100.24,1103.25,185,"F-12","Alloy 617","Plate",314626
186,"CapPass",161.35,-164.7,"Trend",0.980,1106.25,1109.26,186,"F-12","Alloy 617","Plate",314626
187,"CapPass",160.40,-164.2,"Trend",0.977,1112.26,1115.26,187,"F-12","Alloy 617","Plate",314626
188,"CapPass",160.90,-163.9,"Trend",0.982,1118.26,1121.26,188,"F-12","Alloy 617","Plate",314626
189,"CapPass",161.18,-164.4,"Trend",0.980,1124.27,1127.27,189,"F-12","Alloy 617","Plate",314626
190,"CapPass",160.87,-164.4,"Trend",0.979,1130.27,1133.28,190,"F-12","Alloy 617","Plate",314626
191,"CapPass",160.67,-164.4,"Trend",0.978,1136.28,1139.28,191,"F-12","Alloy 617","Plate",314626
192,"CapPass",161.01,-163.9,"Trend",0.982,1142.29,1145.29,192,"F-12","Alloy 617","Plate",314626
193,"CapPass",160.96,-163.8,"Trend",0.983,1148.29,1151.30,193,"F-12","Alloy 617","Plate",314626
194,"CapPass",161.18,-164.3,"Trend",0.981,1154.29,1157.30,194,"F-12","Alloy 617","Plate",314626
195,"CapPass",160.74,-164.2,"Trend",0.979,1160.30,1163.31,195,"F-12","Alloy 617","Plate",314626
196,"CapPass",160.96,-164.5,"Trend",0.978,1166.31,1169.31,196,"F-12","Alloy 617","Plate",314626
197,"CapPass",160.96,-164.9,"Trend",0.976,1172.31,1175.32,197,"F-12","Alloy 617","Plate",314626
198,"CapPass",160.90,-164.8,"Trend",0.977,1178.32,1181.32,198,"F-12","Alloy 617","Plate",314626
199,"CapPass",161.21,-163.8,"Trend",0.984,1184.32,1187.33,199,"F-12","Alloy 617","Plate",314626
200,"CapPass",161.81,-164.3,"Trend",0.985,1190.33,1193.33,200,"F-12","Alloy 617","Plate",314626
201,"CapPass",161.30,-164.2,"Trend",0.982,1196.34,1199.34,201,"F-12","Alloy 617","Plate",314626
202,"CapPass",161.58,-163.9,"Trend",0.986,1202.34,1205.34,202,"F-12","Alloy 617","Plate",314626
203,"CapPass",161.02,-164.7,"Trend",0.978,1208.35,1211.36,203,"F-12","Alloy 617","Plate",314626
204,"CapPass",161.36,-165.0,"Trend",0.978,1214.35,1217.35,204,"F-12","Alloy 617","Plate",314626
205,"CapPass",160.97,-164.1,"Trend",0.981,1220.36,1223.37,205,"F-12","Alloy 617","Plate",314626
206,"CapPass",159.54,-164.7,"Trend",0.969,1226.37,1229.37,206,"F-12","Alloy 617","Plate",314626
207,"CapPass",160.47,-164.5,"Trend",0.975,1232.37,1235.38,207,"F-12","Alloy 617","Plate",314626
208,"CapPass",160.65,-164.7,"Trend",0.975,1238.38,1241.38,208,"F-12","Alloy 617","Plate",314626
209,"CapPass",159.26,-164.8,"Trend",0.967,1244.38,1247.39,209,"F-12","Alloy 617","Plate",314626
210,"CapPass",160.13,-164.5,"Trend",0.974,1250.39,1253.39,210,"F-12","Alloy 617","Plate",314626
211,"CapPass",160.85,-164.8,"Trend",0.976,1256.40,1259.40,211,"F-12","Alloy 617","Plate",314626
212,"CapPass",160.37,-164.4,"Trend",0.976,1262.40,1265.41,212,"F-12","Alloy 617","Plate",314626
213,"CapPass",161.46,-164.5,"Trend",0.982,1268.41,1271.41,213,"F-12","Alloy 617","Plate",314626
214,"CapPass",160.22,-164.3,"Trend",0.975,1274.41,1277.42,214,"F-12","Alloy 617","Plate",314626
215,"CapPass",160.33,-164.6,"Trend",0.974,1280.42,1283.42,215,"F-12","Alloy 617","Plate",314626
216,"CapPass",160.91,-164.1,"Trend",0.980,1286.43,1289.43,216,"F-12","Alloy 617","Plate",314626
217,"CapPass",160.88,-164.5,"Trend",0.978,1292.43,1295.43,217,"F-12","Alloy 617","Plate",314626
218,"CapPass",160.69,-164.9,"Trend",0.975,1298.43,1301.44,218,"F-12","Alloy 617","Plate",314626
219,"CapPass",160.35,-163.7,"Trend",0.979,1304.44,1307.45,219,"F-12","Alloy 617","Plate",314626
220,"CapPass",161.07,-164.6,"Trend",0.978,1310.45,1313.45,220,"F-12","Alloy 617","Plate",314626
221,"CapPass",160.67,-164.7,"Trend",0.975,1316.45,1319.46,221,"F-12","Alloy 617","Plate",314626
222,"CapPass",161.56,-164.6,"Trend",0.982,1322.46,1325.46,222,"F-12","Alloy 617","Plate",314626
223,"CapPass",161.04,-165.2,"Trend",0.975,1328.46,1331.47,223,"F-12","Alloy 617","Plate",314626
224,"CapPass",160.95,-164.7,"Trend",0.977,1334.47,1337.47,224,"F-12","Alloy 617","Plate",314626
225,"CapPass",160.39,-164.4,"Trend",0.976,1340.48,1343.48,225,"F-12","Alloy 617","Plate",314626
226,"CapPass",160.92,-164.6,"Trend",0.978,1346.48,1349.49,226,"F-12","Alloy 617","Plate",314626
227,"CapPass",160.90,-164.6,"Trend",0.978,1352.49,1355.50,227,"F-12","Alloy 617","Plate",314626
228,"CapPass",160.24,-164.3,"Trend",0.975,1358.50,1361.50,228,"F-12","Alloy 617","Plate",314626
229,"CapPass",161.60,-164.5,"Trend",0.982,1364.50,1367.51,229,"F-12","Alloy 617","Plate",314626
230,"CapPass",160.36,-164.6,"Trend",0.974,1370.51,1373.51,230,"F-12","Alloy 617","Plate",314626
231,"CapPass",160.96,-164.9,"Trend",0.976,1376.51,1379.52,231,"F-12","Alloy 617","Plate",314626
232,"CapPass",160.93,-164.5,"Trend",0.978,1382.52,1385.52,232,"F-12","Alloy 617","Plate",314626
233,"CapPass",161.60,-165.5,"Trend",0.977,1388.53,1391.53,233,"F-12","Alloy 617","Plate",314626
234,"CapPass",160.33,-164.6,"Trend",0.974,1394.53,1397.54,234,"F-12","Alloy 617","Plate",314626
235,"CapPass",161.01,-164.5,"Trend",0.979,1400.54,1403.54,235,"F-12","Alloy 617","Plate",314626
236,"CapPass",161.20,-164.3,"Trend",0.981,1406.55,1409.55,236,"F-12","Alloy 617","Plate",314626
237,"CapPass",159.86,-164.6,"Trend",0.971,1412.55,1415.56,237,"F-12","Alloy 617","Plate",314626
238,"CapPass",160.99,-164.4,"Trend",0.979,1418.56,1421.56,238,"F-12","Alloy 617","Plate",314626
239,"CapPass",160.90,-163.8,"Trend",0.982,1424.56,1427.56,239,"F-12","Alloy 617","Plate",314626
240,"CapPass",161.46,-164.7,"Trend",0.980,1430.57,1433.57,240,"F-12","Alloy 617","Plate",314626
241,"CapPass",161.41,-164.3,"Trend",0.982,1436.57,1439.58,241,"F-12","Alloy 617","Plate",314626
242,"CapPass",161.61,-165.0,"Trend",0.979,1442.58,1445.58,242,"F-12","Alloy 617","Plate",314626
243,"CapPass",161.23,-164.4,"Trend",0.981,1448.59,1451.59,243,"F-12","Alloy 617","Plate",314626
