Cycle,Data State,Max Stress Mpa,Min Stress Mpa,Qual State,Stress Ratio,Time Max Stress Sec,Time Min Stress Sec,Count,Sample,Alloy,Material_Form,Heat
232,CapPass,169.67,-170.90,Trend,0.993,1384.12,1387.12,232,A-20,Alloy 617,Plate,314626
233,CapPass,167.14,-166.60,Trend,1.003,1390.12,1393.15,233,A-20,Alloy 617,Plate,314626
234,CapPass,167.99,-168.00,Trend,1,1396.12,1399.15,234,A-20,Alloy 617,Plate,314626
235,CapPass,164.83,-170.50,Trend,0.967,1402.15,1405.15,235,A-20,Alloy 617,Plate,314626
236,CapPass,171.14,-166.60,Trend,1.028,1408.15,1411.18,236,A-20,Alloy 617,Plate,314626
237,CapPass,169.62,-172.00,Trend,0.986,1414.18,1417.18,237,A-20,Alloy 617,Plate,314626
238,CapPass,167.99,-168.50,Trend,0.997,1420.21,1423.18,238,A-20,Alloy 617,Plate,314626
239,CapPass,171.21,-171.40,Trend,0.999,1426.21,1429.21,239,A-20,Alloy 617,Plate,314626
240,CapPass,167.55,-167.60,Trend,1,1432.21,1435.25,240,A-20,Alloy 617,Plate,314626
241,CapPass,168.23,-166.10,Trend,1.013,1438.21,1441.25,241,A-20,Alloy 617,Plate,314626
242,CapPass,170.41,-169.80,Trend,1.004,1444.25,1447.25,242,A-20,Alloy 617,Plate,314626
243,CapPass,169.61,-164.20,Trend,1.033,1450.25,1453.28,243,A-20,Alloy 617,Plate,314626
244,CapPass,172.92,-170.50,Trend,1.014,1456.28,1459.31,244,A-20,Alloy 617,Plate,314626
245,CapPass,170.94,-168.90,Trend,1.012,1462.28,1465.28,245,A-20,Alloy 617,Plate,314626
246,CapPass,167.32,-167.50,Trend,0.999,1468.31,1471.31,246,A-20,Alloy 617,Plate,314626
247,CapPass,167.28,-169.70,Trend,0.986,1474.31,1477.31,247,A-20,Alloy 617,Plate,314626
248,CapPass,168.83,-171.20,Trend,0.986,1480.31,1483.34,248,A-20,Alloy 617,Plate,314626
249,CapPass,172.41,-166.00,Trend,1.039,1486.34,1489.34,249,A-20,Alloy 617,Plate,314626
250,CapPass,172.58,-168.90,Trend,1.022,1492.31,1495.34,250,A-20,Alloy 617,Plate,314626
251,CapPass,161.03,-170.80,Trend,0.943,1498.34,1501.34,251,A-20,Alloy 617,Plate,314626
252,CapPass,162.39,-173.00,Trend,0.939,1504.37,1507.37,252,A-20,Alloy 617,Plate,314626
253,CapPass,161.51,-171.20,Trend,0.944,1510.37,1513.4,253,A-20,Alloy 617,Plate,314626
254,CapPass,163.89,-167.60,Trend,0.978,1516.4,1519.4,254,A-20,Alloy 617,Plate,314626
255,CapPass,168.79,-169.50,Trend,0.996,1522.4,1525.43,255,A-20,Alloy 617,Plate,314626
256,CapPass,169.66,-173.20,Trend,0.98,1528.43,1531.43,256,A-20,Alloy 617,Plate,314626
257,CapPass,165.91,-168.30,Trend,0.986,1534.43,1537.43,257,A-20,Alloy 617,Plate,314626
258,CapPass,167.74,-170.00,Trend,0.987,1540.43,1543.43,258,A-20,Alloy 617,Plate,314626
